Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
926430,Alibaba Group,2,358.51,11/17/23 09:00,Odisha,Outdoors
296112,Microsoft,3,329.79,12/03/23 02:00,Gujarat,Automotive Tools
116569,Alibaba Group,4,132.8,07/11/23 23:00,Karnataka,Electronics
237022,Tencent,5,84.66,03/13/23 11:00,Bihar,Furniture
597483,Samsung,1,309.72,08/08/23 13:00,Odisha,Toys
520022,Johnson & Johnson,1,529.22,02/01/23 01:00,Maharashtra,Outdoors
135115,Johnson & Johnson,4,264.24,06/24/23 06:00,Rajasthan,Outdoors
492319,Berkshire Hathaway,2,526.15,11/08/23 04:00,Madhya Pradesh,Clothing
639949,Amazon,5,85.81,08/14/23 12:00,Telangana,Personal Care
191172,Berkshire Hathaway,5,313.21,03/05/23 11:00,Odisha,Electronics
409496,Tencent,5,158.75,07/21/23 01:00,Madhya Pradesh,Clothing
697434,Tesla,1,330.74,11/30/23 09:00,Bihar,Furniture
408786,Realme,1,408.99,07/26/23 23:00,Karnataka,Clothing
799678,Amazon,1,409.71,02/07/23 19:00,Odisha,Stationery
144606,Tesla,2,203.77,12/01/23 21:00,Tamil Nadu,Furniture
312874,Tencent,1,171.44,02/07/23 18:00,Karnataka,Electronics
603743,Alibaba Group,3,33.57,03/18/23 02:00,Andhra,Furniture
626235,Tencent,3,156.42,03/04/23 15:00,Maharashtra,Automotive Tools
238782,Alibaba Group,2,113.75,11/01/23 03:00,Tamil Nadu,Clothing
644847,Google Phone,1,574.48,02/08/23 20:00,Telangana,Outdoors
153935,Alphabet (Google),2,497.56,01/24/23 09:00,Madhya Pradesh,Personal Care
505723,Tesla,1,152.27,02/12/23 07:00,Tamil Nadu,Electronics
599838,Realme,4,406.15,05/06/23 00:00,Bihar,Stationery
988129,Samsung,2,130.54,07/05/23 14:00,Uttar Pradesh,Furniture
844492,Google Phone,2,112.23,07/18/23 22:00,Odisha,Personal Care
991239,Google Phone,2,207.96,03/25/23 18:00,Rajasthan,Outdoors
661547,Berkshire Hathaway,2,95.44,05/26/23 00:00,Bihar,Electronics
558028,Alphabet (Google),1,471.51,07/19/23 06:00,Andhra,Toys
657975,Samsung,1,419.2,12/29/23 13:00,Rajasthan,Furniture
258122,Microsoft,2,204.08,03/03/23 08:00,Madhya Pradesh,Stationery
175728,Alphabet (Google),4,522.81,03/18/23 23:00,Telangana,Furniture
537542,Johnson & Johnson,4,21.17,05/16/23 01:00,Rajasthan,Furniture
673839,Google Phone,3,227.44,10/30/23 10:00,Telangana,Outdoors
689827,Meta Platforms (formerly Facebook),1,221.07,08/16/23 03:00,Madhya Pradesh,Automotive Tools
730460,Tencent,5,401.62,03/04/23 04:00,West Bengal,Furniture
923066,Alphabet (Google),3,440.41,10/18/23 00:00,Telangana,Automotive Tools
675293,Alphabet (Google),3,563.23,03/13/23 18:00,Bihar,Stationery
228096,Tesla,3,101.23,09/27/23 04:00,Karnataka,Electronics
876519,Alibaba Group,1,249.89,06/04/23 19:00,Bihar,Outdoors
913236,Alibaba Group,1,555.84,07/24/23 07:00,Odisha,Automotive Tools
175047,Tesla,1,276.1,10/14/23 17:00,West Bengal,Clothing
884979,Alibaba Group,4,443.63,01/27/23 21:00,West Bengal,Toys
626547,Realme,4,546.74,05/04/23 18:00,Madhya Pradesh,Clothing
658566,Meta Platforms (formerly Facebook),2,500.44,09/15/23 01:00,West Bengal,Stationery
244382,Microsoft,3,69.59,08/24/23 18:00,Tamil Nadu,Clothing
179846,Amazon,4,488.55,07/01/23 01:00,Odisha,Automotive Tools
555530,Realme,4,15.29,10/27/23 22:00,Madhya Pradesh,Personal Care
908786,Samsung,3,256.12,10/20/23 13:00,Madhya Pradesh,Stationery
432024,Tencent,4,176.38,12/30/23 14:00,Rajasthan,Automotive Tools
483380,Tencent,4,531.04,01/13/23 09:00,Bihar,Stationery
804521,Samsung,3,36.38,08/28/23 06:00,Telangana,Toys
336266,Realme,5,571.14,11/01/23 08:00,Maharashtra,Automotive Tools
294969,Berkshire Hathaway,5,483.73,12/29/23 01:00,Maharashtra,Furniture
176503,Alphabet (Google),4,111.0,12/25/23 18:00,Telangana,Outdoors
794420,Meta Platforms (formerly Facebook),1,274.74,02/24/23 15:00,Rajasthan,Clothing
249038,Tesla,1,30.53,09/13/23 17:00,Bihar,Toys
885537,Samsung,4,54.83,02/15/23 22:00,Maharashtra,Outdoors
118017,Tencent,4,210.1,11/25/23 22:00,Odisha,Outdoors
642195,Microsoft,3,105.58,07/08/23 19:00,Karnataka,Outdoors
932303,Amazon,1,474.4,08/30/23 02:00,Maharashtra,Stationery
622409,Samsung,1,252.36,06/21/23 10:00,Odisha,Clothing
753166,Amazon,5,161.73,11/16/23 16:00,Maharashtra,Outdoors
746127,Johnson & Johnson,1,194.05,10/21/23 05:00,Bihar,Electronics
837929,Alibaba Group,3,191.29,12/09/23 11:00,Madhya Pradesh,Clothing
935897,Johnson & Johnson,1,429.53,03/02/23 19:00,Telangana,Outdoors
665583,Alibaba Group,1,410.87,08/07/23 02:00,Uttar Pradesh,Personal Care
756998,Microsoft,5,533.45,05/31/23 21:00,Tamil Nadu,Automotive Tools
990674,Samsung,5,373.75,08/28/23 16:00,Telangana,Personal Care
494899,Meta Platforms (formerly Facebook),5,344.87,04/20/23 03:00,Odisha,Automotive Tools
561257,Tencent,1,472.12,01/17/23 22:00,Andhra,Outdoors
633562,Alibaba Group,2,501.3,11/18/23 12:00,Andhra,Furniture
968318,Realme,1,139.26,08/12/23 08:00,Karnataka,Automotive Tools
627510,Samsung,3,47.99,11/10/23 17:00,Madhya Pradesh,Toys
546335,Alphabet (Google),4,20.18,09/13/23 08:00,Madhya Pradesh,Toys
750922,Google Phone,2,510.08,04/05/23 06:00,Odisha,Furniture
289465,Samsung,3,242.01,12/17/23 18:00,Bihar,Automotive Tools
551571,Berkshire Hathaway,2,519.77,06/15/23 01:00,Karnataka,Toys
968736,Microsoft,2,482.24,05/19/23 23:00,Andhra,Clothing
427639,Johnson & Johnson,1,382.1,11/19/23 23:00,Gujarat,Clothing
881371,Samsung,3,120.76,02/24/23 18:00,Tamil Nadu,Toys
706299,Samsung,5,175.99,08/24/23 10:00,Bihar,Automotive Tools
965634,Amazon,4,451.05,11/11/23 01:00,Telangana,Clothing
877637,Tesla,4,463.42,03/16/23 05:00,Odisha,Clothing
694575,Microsoft,4,161.51,04/03/23 09:00,Odisha,Furniture
852766,Alibaba Group,4,221.36,02/25/23 09:00,Tamil Nadu,Toys
114857,Johnson & Johnson,1,306.08,05/26/23 13:00,Rajasthan,Clothing
460736,Johnson & Johnson,2,122.47,02/05/23 11:00,Gujarat,Electronics
579812,Realme,1,230.43,01/17/23 08:00,Maharashtra,Clothing
755577,Realme,1,223.8,03/10/23 10:00,Karnataka,Personal Care
396839,Tesla,2,475.56,03/23/23 20:00,Andhra,Stationery
241286,Microsoft,3,295.09,07/06/23 04:00,Maharashtra,Personal Care
466592,Berkshire Hathaway,2,274.73,05/24/23 09:00,Uttar Pradesh,Automotive Tools
320489,Johnson & Johnson,1,354.02,04/04/23 08:00,Bihar,Electronics
623664,Microsoft,5,191.83,01/11/23 06:00,Andhra,Personal Care
235741,Meta Platforms (formerly Facebook),3,295.39,06/14/23 08:00,Karnataka,Outdoors
612419,Meta Platforms (formerly Facebook),5,339.53,10/26/23 16:00,Karnataka,Outdoors
843575,Amazon,5,10.7,05/15/23 10:00,Madhya Pradesh,Stationery
441944,Realme,3,447.47,01/31/23 01:00,Rajasthan,Clothing
123144,Google Phone,4,358.11,07/15/23 01:00,Andhra,Toys
590169,Tesla,1,526.57,03/05/23 03:00,Madhya Pradesh,Furniture
249869,Berkshire Hathaway,4,242.33,02/22/23 09:00,Karnataka,Personal Care
992041,Amazon,3,584.66,11/01/23 20:00,Gujarat,Automotive Tools
277249,Alibaba Group,2,108.66,09/18/23 00:00,Tamil Nadu,Electronics
446133,Microsoft,3,299.99,06/13/23 07:00,Bihar,Stationery
210474,Johnson & Johnson,1,376.0,10/20/23 03:00,Uttar Pradesh,Automotive Tools
268167,Realme,4,299.94,11/30/23 11:00,Rajasthan,Clothing
852010,Amazon,5,96.12,10/01/23 19:00,West Bengal,Furniture
852084,Samsung,3,172.7,02/24/23 00:00,Rajasthan,Personal Care
286562,Microsoft,1,210.2,06/18/23 16:00,Odisha,Electronics
554682,Realme,1,391.6,09/08/23 07:00,Bihar,Automotive Tools
192373,Johnson & Johnson,3,206.7,08/30/23 22:00,Gujarat,Personal Care
236409,Realme,4,524.3,08/16/23 18:00,Odisha,Electronics
743633,Tesla,1,241.39,10/14/23 09:00,Maharashtra,Stationery
361901,Alphabet (Google),5,541.61,05/25/23 11:00,Karnataka,Stationery
598470,Microsoft,5,544.17,07/28/23 21:00,Andhra,Automotive Tools
927914,Google Phone,5,246.51,04/21/23 02:00,Maharashtra,Toys
408428,Samsung,4,244.17,07/03/23 00:00,Uttar Pradesh,Clothing
292566,Tencent,4,508.46,10/14/23 03:00,Madhya Pradesh,Electronics
771287,Meta Platforms (formerly Facebook),2,61.36,05/09/23 13:00,Gujarat,Automotive Tools
391837,Microsoft,1,446.54,01/18/23 14:00,Gujarat,Automotive Tools
322747,Tencent,2,478.23,09/06/23 16:00,Madhya Pradesh,Toys
300261,Tencent,1,390.01,04/10/23 21:00,Bihar,Toys
543459,Realme,5,289.7,01/14/23 18:00,Tamil Nadu,Clothing
883995,Google Phone,3,549.42,05/09/23 22:00,Maharashtra,Toys
539524,Berkshire Hathaway,4,238.83,02/18/23 05:00,West Bengal,Outdoors
803944,Alibaba Group,3,152.81,11/12/23 01:00,Uttar Pradesh,Personal Care
840535,Alibaba Group,5,253.85,12/04/23 02:00,Karnataka,Clothing
944640,Google Phone,5,283.97,10/09/23 02:00,Gujarat,Furniture
174305,Samsung,3,124.59,01/21/23 21:00,Telangana,Clothing
495267,Johnson & Johnson,2,391.38,01/11/23 18:00,Odisha,Stationery
777238,Microsoft,2,102.87,05/30/23 05:00,Rajasthan,Furniture
488721,Meta Platforms (formerly Facebook),4,199.63,08/05/23 08:00,West Bengal,Clothing
988653,Berkshire Hathaway,5,206.62,04/28/23 12:00,Madhya Pradesh,Outdoors
775127,Tesla,3,79.72,11/26/23 14:00,Andhra,Stationery
611768,Amazon,2,108.09,08/21/23 17:00,West Bengal,Outdoors
227066,Alibaba Group,4,75.95,04/14/23 23:00,Madhya Pradesh,Stationery
646357,Alibaba Group,4,263.42,01/16/23 19:00,West Bengal,Outdoors
662573,Meta Platforms (formerly Facebook),3,285.44,04/22/23 07:00,Gujarat,Clothing
825236,Johnson & Johnson,1,409.03,03/17/23 14:00,Odisha,Electronics
653842,Google Phone,4,284.45,09/27/23 07:00,West Bengal,Toys
429554,Amazon,5,260.26,11/29/23 08:00,Andhra,Stationery
750306,Microsoft,3,54.98,01/17/23 01:00,Odisha,Electronics
296114,Google Phone,5,182.21,11/06/23 17:00,Uttar Pradesh,Clothing
240087,Tencent,5,175.04,07/06/23 04:00,Madhya Pradesh,Furniture
490366,Alibaba Group,3,530.95,04/08/23 07:00,Maharashtra,Clothing
392273,Microsoft,5,64.27,12/30/23 02:00,West Bengal,Furniture
891427,Google Phone,3,357.59,10/12/23 19:00,Karnataka,Personal Care
775785,Alphabet (Google),4,127.55,09/20/23 12:00,Tamil Nadu,Stationery
317827,Microsoft,5,229.94,07/13/23 20:00,Madhya Pradesh,Clothing
187478,Alphabet (Google),3,368.08,08/09/23 07:00,Uttar Pradesh,Toys
797965,Alphabet (Google),5,497.1,02/11/23 18:00,Andhra,Furniture
390056,Realme,1,194.23,09/12/23 21:00,Madhya Pradesh,Stationery
343040,Tencent,2,325.65,11/02/23 12:00,Uttar Pradesh,Automotive Tools
112127,Amazon,4,385.06,05/08/23 02:00,Uttar Pradesh,Clothing
897432,Berkshire Hathaway,2,287.46,08/31/23 13:00,Odisha,Clothing
187057,Meta Platforms (formerly Facebook),2,260.43,11/14/23 10:00,Gujarat,Stationery
251853,Microsoft,4,513.94,12/02/23 04:00,West Bengal,Personal Care
196369,Berkshire Hathaway,2,280.46,06/30/23 14:00,Gujarat,Personal Care
516064,Berkshire Hathaway,5,547.33,10/19/23 15:00,Telangana,Electronics
197219,Tencent,2,514.63,09/30/23 14:00,Odisha,Toys
384730,Alphabet (Google),5,432.99,01/23/23 00:00,Andhra,Electronics
819377,Samsung,3,109.48,06/26/23 08:00,Telangana,Toys
865360,Google Phone,1,279.93,06/11/23 17:00,Gujarat,Stationery
186068,Samsung,1,347.51,05/30/23 19:00,Maharashtra,Automotive Tools
677420,Meta Platforms (formerly Facebook),1,95.13,09/30/23 03:00,Gujarat,Outdoors
323681,Tesla,3,184.5,04/16/23 17:00,Madhya Pradesh,Outdoors
172964,Johnson & Johnson,4,227.33,02/21/23 15:00,Odisha,Stationery
793147,Microsoft,5,149.1,08/28/23 00:00,Odisha,Stationery
707028,Amazon,1,155.73,06/12/23 18:00,Rajasthan,Personal Care
315814,Microsoft,2,315.62,01/03/23 17:00,Karnataka,Clothing
462337,Realme,1,60.67,04/25/23 19:00,Odisha,Outdoors
585810,Johnson & Johnson,5,417.52,11/24/23 15:00,Tamil Nadu,Electronics
443281,Realme,2,332.69,02/07/23 15:00,Rajasthan,Clothing
404542,Alibaba Group,5,117.84,09/09/23 11:00,West Bengal,Outdoors
972296,Samsung,3,29.05,08/26/23 01:00,Gujarat,Furniture
133659,Meta Platforms (formerly Facebook),3,182.27,06/10/23 22:00,Rajasthan,Furniture
141474,Amazon,5,185.61,01/13/23 00:00,Tamil Nadu,Clothing
773657,Amazon,2,595.87,04/30/23 18:00,Andhra,Automotive Tools
942694,Berkshire Hathaway,5,450.83,08/05/23 03:00,Bihar,Automotive Tools
210469,Alibaba Group,5,490.89,05/04/23 17:00,Uttar Pradesh,Toys
242223,Amazon,3,471.35,04/19/23 16:00,Gujarat,Electronics
155461,Alphabet (Google),4,115.97,09/24/23 11:00,Karnataka,Furniture
865190,Johnson & Johnson,5,241.85,02/13/23 09:00,Bihar,Electronics
357633,Tesla,4,566.23,05/26/23 15:00,Andhra,Furniture
341154,Google Phone,4,595.56,09/17/23 07:00,Bihar,Stationery
180353,Samsung,5,79.85,07/15/23 00:00,Andhra,Automotive Tools
145351,Amazon,5,384.46,01/14/23 23:00,Bihar,Electronics
250964,Berkshire Hathaway,3,29.13,05/23/23 18:00,Andhra,Stationery
918514,Alphabet (Google),4,568.74,03/11/23 21:00,Karnataka,Automotive Tools
810071,Amazon,3,288.16,08/24/23 19:00,Andhra,Electronics
267271,Alphabet (Google),1,78.83,05/02/23 23:00,Madhya Pradesh,Stationery
897193,Tencent,1,61.51,03/29/23 08:00,Uttar Pradesh,Outdoors
540068,Samsung,4,241.47,10/27/23 14:00,Maharashtra,Clothing
341059,Amazon,3,436.37,03/16/23 17:00,Uttar Pradesh,Furniture
598433,Berkshire Hathaway,2,531.45,10/16/23 08:00,Andhra,Electronics
419765,Berkshire Hathaway,3,489.44,03/08/23 18:00,Tamil Nadu,Automotive Tools
434242,Realme,4,425.6,01/26/23 04:00,Karnataka,Personal Care
228366,Tencent,4,378.71,03/16/23 18:00,Tamil Nadu,Toys
258557,Johnson & Johnson,2,439.84,07/31/23 03:00,Andhra,Automotive Tools
204783,Amazon,5,539.03,08/29/23 15:00,Tamil Nadu,Personal Care
163857,Johnson & Johnson,1,586.71,12/12/23 18:00,Bihar,Personal Care
281060,Alibaba Group,5,544.88,08/01/23 22:00,Bihar,Toys
598879,Amazon,3,119.24,01/23/23 18:00,Karnataka,Personal Care
746478,Alibaba Group,4,11.87,07/18/23 15:00,Gujarat,Toys
552339,Samsung,4,477.67,07/29/23 02:00,Odisha,Electronics
794925,Google Phone,5,377.59,08/11/23 18:00,Andhra,Clothing
318977,Tesla,4,405.14,04/26/23 07:00,Karnataka,Electronics
958829,Samsung,4,173.72,10/25/23 09:00,Rajasthan,Furniture
571670,Berkshire Hathaway,4,425.77,02/23/23 17:00,Gujarat,Outdoors
440507,Realme,5,220.95,06/21/23 20:00,Telangana,Clothing
211261,Tesla,3,390.02,01/30/23 01:00,West Bengal,Automotive Tools
874844,Amazon,4,157.23,04/09/23 06:00,Tamil Nadu,Personal Care
528966,Samsung,2,242.72,05/17/23 13:00,Uttar Pradesh,Personal Care
120619,Realme,1,254.72,02/15/23 13:00,Tamil Nadu,Personal Care
838407,Samsung,3,387.86,09/26/23 10:00,Gujarat,Outdoors
687924,Tesla,5,35.6,02/21/23 06:00,Tamil Nadu,Clothing
852834,Tencent,3,305.09,12/22/23 23:00,Tamil Nadu,Personal Care
152362,Alphabet (Google),2,377.25,08/22/23 15:00,Uttar Pradesh,Stationery
260023,Berkshire Hathaway,2,145.1,06/23/23 02:00,Uttar Pradesh,Toys
888094,Berkshire Hathaway,3,263.22,06/16/23 01:00,Bihar,Stationery
126001,Alibaba Group,5,146.17,11/24/23 08:00,Gujarat,Automotive Tools
604166,Alibaba Group,5,61.68,03/24/23 09:00,Andhra,Toys
496935,Tencent,3,116.82,10/18/23 11:00,Madhya Pradesh,Personal Care
411388,Alphabet (Google),4,313.97,09/11/23 11:00,Gujarat,Outdoors
348126,Microsoft,1,295.77,01/19/23 19:00,Madhya Pradesh,Electronics
384761,Alphabet (Google),3,334.66,02/01/23 13:00,Madhya Pradesh,Outdoors
326641,Berkshire Hathaway,2,482.14,03/19/23 01:00,Bihar,Automotive Tools
228752,Realme,5,293.92,01/24/23 01:00,Uttar Pradesh,Stationery
570208,Meta Platforms (formerly Facebook),5,395.94,10/07/23 11:00,Gujarat,Clothing
557979,Alibaba Group,2,153.22,08/15/23 22:00,West Bengal,Personal Care
800923,Johnson & Johnson,1,225.42,08/31/23 00:00,Rajasthan,Clothing
578243,Tesla,1,451.21,05/12/23 06:00,Andhra,Stationery
232900,Alphabet (Google),2,569.85,02/28/23 13:00,Odisha,Automotive Tools
873553,Tesla,2,233.82,11/26/23 05:00,Telangana,Clothing
249059,Amazon,1,311.63,02/03/23 10:00,Telangana,Toys
690745,Amazon,4,373.25,11/24/23 13:00,Rajasthan,Furniture
709378,Alphabet (Google),5,414.03,06/24/23 06:00,Gujarat,Stationery
515508,Realme,4,368.93,08/23/23 00:00,Uttar Pradesh,Stationery
802002,Johnson & Johnson,3,362.82,12/05/23 11:00,Maharashtra,Stationery
286233,Johnson & Johnson,5,52.16,06/02/23 21:00,Odisha,Electronics
840954,Berkshire Hathaway,3,215.49,07/21/23 01:00,West Bengal,Stationery
450340,Amazon,1,199.4,08/02/23 00:00,Madhya Pradesh,Automotive Tools
374518,Amazon,5,412.43,07/18/23 18:00,Madhya Pradesh,Toys
833354,Berkshire Hathaway,3,258.6,06/10/23 00:00,Tamil Nadu,Electronics
866208,Samsung,5,15.24,10/24/23 07:00,Odisha,Toys
909982,Tesla,3,56.69,07/02/23 05:00,Uttar Pradesh,Furniture
420399,Berkshire Hathaway,4,96.11,10/22/23 16:00,Andhra,Furniture
683847,Berkshire Hathaway,2,401.73,11/20/23 22:00,Rajasthan,Toys
726196,Meta Platforms (formerly Facebook),4,41.93,01/13/23 00:00,Gujarat,Electronics
359897,Tesla,5,598.3,05/11/23 09:00,Karnataka,Clothing
990336,Tencent,2,75.08,07/17/23 06:00,Andhra,Stationery
792420,Tesla,1,262.54,07/29/23 06:00,Maharashtra,Furniture
318881,Johnson & Johnson,1,537.66,08/27/23 08:00,Odisha,Clothing
322093,Microsoft,3,586.64,09/21/23 08:00,Bihar,Automotive Tools
106434,Johnson & Johnson,1,321.36,07/19/23 21:00,Odisha,Furniture
731268,Meta Platforms (formerly Facebook),3,258.87,08/20/23 17:00,Karnataka,Electronics
468027,Amazon,4,29.5,09/22/23 23:00,Odisha,Clothing
581896,Berkshire Hathaway,5,146.7,08/18/23 06:00,West Bengal,Electronics
400783,Tesla,3,434.17,10/20/23 14:00,Madhya Pradesh,Clothing
434237,Alibaba Group,4,334.83,02/13/23 15:00,Gujarat,Clothing
848499,Tencent,5,256.22,07/11/23 06:00,Gujarat,Clothing
825145,Berkshire Hathaway,4,225.61,05/18/23 01:00,Andhra,Electronics
302641,Realme,1,557.09,01/16/23 12:00,Uttar Pradesh,Clothing
808683,Johnson & Johnson,4,205.65,08/06/23 14:00,Rajasthan,Automotive Tools
203819,Samsung,5,124.42,02/05/23 18:00,Tamil Nadu,Stationery
839892,Alibaba Group,3,347.68,03/18/23 04:00,Maharashtra,Toys
903471,Google Phone,2,414.95,10/14/23 21:00,Bihar,Toys
331973,Tencent,3,572.1,04/04/23 14:00,Karnataka,Automotive Tools
387779,Google Phone,2,372.82,09/05/23 00:00,Uttar Pradesh,Furniture
588171,Tesla,5,154.12,02/11/23 08:00,West Bengal,Automotive Tools
187611,Meta Platforms (formerly Facebook),5,295.84,04/14/23 15:00,Karnataka,Personal Care
963052,Johnson & Johnson,1,156.25,11/09/23 14:00,West Bengal,Electronics
669144,Samsung,1,14.19,02/12/23 18:00,Rajasthan,Clothing
369705,Meta Platforms (formerly Facebook),3,370.75,08/27/23 20:00,Telangana,Stationery
723117,Realme,2,530.16,01/19/23 04:00,Telangana,Electronics
501339,Google Phone,4,98.28,08/18/23 13:00,Tamil Nadu,Automotive Tools
604691,Berkshire Hathaway,3,452.41,12/29/23 01:00,Andhra,Stationery
274227,Berkshire Hathaway,3,594.63,06/23/23 00:00,Karnataka,Personal Care
557092,Google Phone,1,179.45,05/12/23 07:00,Odisha,Automotive Tools
981296,Amazon,1,487.52,02/11/23 03:00,Odisha,Outdoors
976920,Alphabet (Google),3,193.39,12/27/23 21:00,Telangana,Automotive Tools
701738,Meta Platforms (formerly Facebook),5,62.5,12/22/23 04:00,West Bengal,Outdoors
117965,Samsung,3,449.08,03/03/23 21:00,Tamil Nadu,Toys
395828,Tesla,5,130.18,11/18/23 21:00,Telangana,Furniture
261526,Berkshire Hathaway,3,338.08,04/02/23 12:00,Tamil Nadu,Toys
562048,Alibaba Group,2,306.01,06/18/23 05:00,Rajasthan,Personal Care
355132,Microsoft,4,468.74,02/14/23 01:00,Tamil Nadu,Electronics
323150,Samsung,2,439.36,04/26/23 08:00,Bihar,Electronics
343033,Tesla,1,305.43,06/15/23 23:00,Odisha,Furniture
944520,Berkshire Hathaway,1,389.0,04/05/23 12:00,Madhya Pradesh,Furniture
898878,Johnson & Johnson,2,27.78,08/26/23 06:00,Bihar,Toys
557084,Tencent,4,305.27,03/16/23 10:00,Madhya Pradesh,Automotive Tools
314727,Tencent,2,557.8,01/09/23 22:00,Odisha,Furniture
606377,Amazon,4,174.71,06/30/23 02:00,Tamil Nadu,Automotive Tools
340712,Realme,4,67.96,08/16/23 01:00,Rajasthan,Electronics
328002,Tesla,2,531.05,06/24/23 19:00,Tamil Nadu,Automotive Tools
618418,Tencent,2,289.12,02/21/23 03:00,Maharashtra,Automotive Tools
292491,Google Phone,1,497.66,06/01/23 18:00,Telangana,Clothing
260922,Berkshire Hathaway,3,252.62,05/12/23 14:00,Maharashtra,Personal Care
993898,Meta Platforms (formerly Facebook),1,36.32,09/12/23 02:00,Karnataka,Furniture
885715,Tesla,3,544.93,06/22/23 12:00,Uttar Pradesh,Automotive Tools
373774,Tesla,3,413.75,06/07/23 08:00,Gujarat,Outdoors
710082,Google Phone,3,386.19,03/21/23 00:00,Rajasthan,Electronics
640088,Johnson & Johnson,5,532.84,05/02/23 01:00,Telangana,Outdoors
501815,Alibaba Group,2,431.69,08/28/23 23:00,Gujarat,Outdoors
715573,Berkshire Hathaway,4,367.78,02/08/23 06:00,Maharashtra,Toys
739768,Meta Platforms (formerly Facebook),3,104.63,06/02/23 21:00,West Bengal,Toys
389293,Amazon,2,190.47,07/07/23 13:00,Karnataka,Outdoors
128989,Meta Platforms (formerly Facebook),2,534.25,10/06/23 02:00,Maharashtra,Clothing
352377,Berkshire Hathaway,2,576.0,06/27/23 11:00,Uttar Pradesh,Automotive Tools
800233,Tesla,3,494.6,01/11/23 05:00,Andhra,Furniture
672074,Berkshire Hathaway,1,138.78,06/01/23 06:00,Rajasthan,Toys
412164,Microsoft,1,179.0,02/20/23 07:00,Karnataka,Personal Care
718519,Alibaba Group,4,328.29,02/15/23 20:00,Maharashtra,Clothing
529551,Tesla,2,571.95,02/19/23 12:00,Madhya Pradesh,Automotive Tools
668673,Realme,3,477.34,10/30/23 01:00,Odisha,Furniture
445017,Alibaba Group,2,69.51,03/24/23 14:00,Telangana,Outdoors
236108,Johnson & Johnson,2,594.1,12/18/23 06:00,Rajasthan,Personal Care
102727,Tencent,2,394.78,05/06/23 23:00,Maharashtra,Automotive Tools
626210,Meta Platforms (formerly Facebook),1,396.55,12/06/23 08:00,Maharashtra,Automotive Tools
596269,Realme,5,353.17,05/11/23 04:00,Rajasthan,Furniture
520993,Google Phone,3,129.15,05/17/23 22:00,Uttar Pradesh,Electronics
157369,Johnson & Johnson,3,269.35,11/05/23 14:00,Gujarat,Toys
772892,Microsoft,3,544.96,08/07/23 20:00,Andhra,Clothing
572351,Realme,3,57.92,08/06/23 00:00,Bihar,Electronics
736149,Berkshire Hathaway,4,134.28,11/08/23 21:00,Maharashtra,Electronics
799094,Johnson & Johnson,5,317.78,09/07/23 07:00,Karnataka,Outdoors
495699,Tencent,1,518.71,02/15/23 14:00,Bihar,Automotive Tools
184576,Amazon,4,585.16,11/25/23 21:00,Odisha,Furniture
308532,Microsoft,2,516.23,07/23/23 01:00,Tamil Nadu,Toys
189568,Samsung,4,124.98,05/16/23 06:00,Uttar Pradesh,Automotive Tools
608637,Tesla,3,39.65,08/15/23 06:00,Andhra,Stationery
103790,Realme,3,13.58,08/12/23 14:00,Gujarat,Furniture
153214,Samsung,3,320.02,04/28/23 01:00,Odisha,Toys
561050,Microsoft,5,243.08,08/30/23 13:00,Madhya Pradesh,Stationery
307677,Meta Platforms (formerly Facebook),4,576.59,06/22/23 10:00,Bihar,Automotive Tools
781569,Johnson & Johnson,2,21.88,01/30/23 12:00,Maharashtra,Stationery
684051,Tencent,2,47.28,10/03/23 12:00,Madhya Pradesh,Outdoors
577548,Alphabet (Google),3,258.68,04/08/23 05:00,Uttar Pradesh,Toys
222942,Tesla,5,17.52,10/16/23 06:00,Uttar Pradesh,Electronics
951441,Realme,4,430.43,10/31/23 15:00,Telangana,Clothing
927378,Realme,3,169.67,05/26/23 05:00,Gujarat,Electronics
374820,Samsung,3,437.3,10/07/23 12:00,West Bengal,Toys
217504,Tesla,2,152.12,01/05/23 18:00,Bihar,Clothing
138155,Samsung,1,71.4,11/28/23 04:00,Karnataka,Personal Care
434997,Google Phone,1,63.14,06/25/23 02:00,Maharashtra,Outdoors
826081,Tesla,1,407.98,11/25/23 23:00,Bihar,Automotive Tools
722935,Microsoft,1,213.32,01/09/23 08:00,Uttar Pradesh,Personal Care
932072,Amazon,4,101.99,09/27/23 11:00,Madhya Pradesh,Clothing
189408,Google Phone,4,521.58,07/12/23 13:00,Gujarat,Toys
195189,Tencent,5,390.11,12/06/23 03:00,Maharashtra,Clothing
102441,Amazon,3,500.35,11/02/23 14:00,Rajasthan,Personal Care
993344,Amazon,2,450.55,07/28/23 11:00,West Bengal,Stationery
213646,Alibaba Group,5,272.68,05/05/23 17:00,Andhra,Furniture
975315,Microsoft,4,510.29,09/02/23 18:00,West Bengal,Stationery
785877,Microsoft,3,70.99,05/25/23 01:00,Maharashtra,Personal Care
309226,Amazon,4,290.4,08/02/23 14:00,Maharashtra,Stationery
859311,Realme,3,388.24,05/31/23 03:00,Tamil Nadu,Automotive Tools
190594,Samsung,1,100.59,02/01/23 23:00,Telangana,Electronics
211099,Alibaba Group,4,50.56,02/03/23 08:00,Telangana,Clothing
223588,Tencent,2,315.65,07/24/23 19:00,Gujarat,Toys
781217,Google Phone,2,338.49,02/19/23 12:00,Rajasthan,Stationery
